SN,Train_No,Station_Code,1A,2A,3A,SL,Station_Name,Route_Number,Arrival_time,Departure_Time,Distance,Arrival_Minutes,Departure_Minutes,Arrival_Formatted,Departure_Formatted
11,43707,ANNR,195,176,157,138,ANNANUR,1,13:45:00,13:46:00,19,825.0,826.0,13:45,13:46
12,43707,AVD,210,188,166,144,AVADI,1,13:50:00,13:51:00,22,830.0,831.0,13:50,13:51
13,43707,HC,225,200,175,150,HINDU COLLEG,1,13:54:00,13:55:00,25,834.0,835.0,13:54,13:55
14,43707,PRES,250,220,190,160,PATTABIRAM E,1,13:56:00,13:57:00,30,836.0,837.0,13:56,13:57
15,43707,PRWS,265,232,199,166,PATTABIRAM W,1,13:58:00,13:59:00,33,838.0,839.0,13:58,13:59
16,43707,TI,275,240,205,170,TIRUNINRAVUR,1,14:03:00,14:04:00,35,843.0,844.0,14:03,14:04
17,43707,VEU,290,252,214,176,VEPPAMPATTU,1,14:07:00,14:08:00,38,847.0,848.0,14:07,14:08
18,43707,SVR,310,268,226,184,SEVVAPET ROA,1,14:11:00,14:12:00,42,851.0,852.0,14:11,14:12
19,43707,PTLR,325,280,235,190,PUTTLUR,1,14:14:00,14:15:00,45,854.0,855.0,14:14,14:15
20,43707,TRL,340,292,244,196,TIRUVALLUR,1,14:30:00,14:30:00,48,870.0,870.0,14:30,14:30
1,43708,TRL,100,100,100,100,TIRUVALLUR,1,18:25:00,18:25:00,0,1105.0,1105.0,18:25,18:25
2,43708,PTLR,110,108,106,104,PUTTLUR,1,18:28:00,18:29:00,2,1108.0,1109.0,18:28,18:29
3,43708,SVR,125,120,115,110,SEVVAPET ROA,1,18:31:00,18:32:00,5,1111.0,1112.0,18:31,18:32
4,43708,VEU,145,136,127,118,VEPPAMPATTU,1,18:34:00,18:35:00,9,1114.0,1115.0,18:34,18:35
5,43708,TI,160,148,136,124,TIRUNINRAVUR,1,18:39:00,18:40:00,12,1119.0,1120.0,18:39,18:40
6,43708,PRWS,170,156,142,128,PATTABIRAM W,1,18:41:00,18:42:00,14,1121.0,1122.0,18:41,18:42
7,43708,PRES,185,168,151,134,PATTABIRAM E,1,18:43:00,18:44:00,17,1123.0,1124.0,18:43,18:44
8,43708,HC,210,188,166,144,HINDU COLLEG,1,18:48:00,18:49:00,22,1128.0,1129.0,18:48,18:49
9,43708,AVD,225,200,175,150,AVADI,1,18:52:00,18:53:00,25,1132.0,1133.0,18:52,18:53
10,43708,ANNR,240,212,184,156,ANNANUR,1,18:56:00,18:57:00,28,1136.0,1137.0,18:56,18:57
11,43708,TMVL,245,216,187,158,THIRUMULLAIV,1,18:59:00,19:00:00,29,1139.0,1140.0,18:59,19:00
12,43708,ABU,255,224,193,162,AMBATTUR,1,19:02:00,19:03:00,31,1142.0,1143.0,19:02,19:03
13,43708,PVM,260,228,196,164,PATTARAVAKKA,1,19:05:00,19:06:00,32,1145.0,1146.0,19:05,19:06
14,43708,KOTR,270,236,202,168,KORATTUR,1,19:08:00,19:09:00,34,1148.0,1149.0,19:08,19:09
15,43708,VLK,285,248,211,174,VILLIVAKKAM,1,19:12:00,19:13:00,37,1152.0,1153.0,19:12,19:13
16,43708,PER,305,264,223,182,PERAMBUR,1,19:19:00,19:20:00,41,1159.0,1160.0,19:19,19:20
17,43708,VPY,315,272,229,186,VEYSARPADI,1,19:21:00,19:22:00,43,1161.0,1162.0,19:21,19:22
18,43708,WST,325,280,235,190,WASHERMANPET,1,19:27:00,19:28:00,45,1167.0,1168.0,19:27,19:28
19,43708,RPM,335,288,241,194,ROYAPURAM,1,19:32:00,19:33:00,47,1172.0,1173.0,19:32,19:33
20,43708,MSB,340,292,244,196,CHENNAI BEAC,1,19:45:00,19:45:00,48,1185.0,1185.0,19:45,19:45
1,43709,MSB,100,100,100,100,CHENNAI BEAC,1,15:30:00,15:30:00,0,930.0,930.0,15:30,15:30
2,43709,RPM,105,104,103,102,ROYAPURAM,1,15:34:00,15:35:00,1,934.0,935.0,15:34,15:35
3,43709,WST,110,108,106,104,WASHERMANPET,1,15:39:00,15:40:00,2,939.0,940.0,15:39,15:40
4,43709,VPY,120,116,112,108,VEYSARPADI,1,15:45:00,15:46:00,4,945.0,946.0,15:45,15:46
5,43709,PER,130,124,118,112,PERAMBUR,1,15:47:00,15:48:00,6,947.0,948.0,15:47,15:48
6,43709,VLK,150,140,130,120,VILLIVAKKAM,1,15:54:00,15:55:00,10,954.0,955.0,15:54,15:55
7,43709,KOTR,165,152,139,126,KORATTUR,1,15:58:00,15:59:00,13,958.0,959.0,15:58,15:59
8,43709,PVM,175,160,145,130,PATTARAVAKKA,1,16:01:00,16:02:00,15,961.0,962.0,16:01,16:02
9,43709,ABU,180,164,148,132,AMBATTUR,1,16:04:00,16:05:00,16,964.0,965.0,16:04,16:05
10,43709,TMVL,190,172,154,136,THIRUMULLAIV,1,16:07:00,16:08:00,18,967.0,968.0,16:07,16:08
11,43709,ANNR,195,176,157,138,ANNANUR,1,16:10:00,16:11:00,19,970.0,971.0,16:10,16:11
12,43709,AVD,210,188,166,144,AVADI,1,16:15:00,16:16:00,22,975.0,976.0,16:15,16:16
13,43709,HC,225,200,175,150,HINDU COLLEG,1,16:19:00,16:20:00,25,979.0,980.0,16:19,16:20
14,43709,PRES,250,220,190,160,PATTABIRAM E,1,16:21:00,16:22:00,30,981.0,982.0,16:21,16:22
15,43709,PRWS,265,232,199,166,PATTABIRAM W,1,16:23:00,16:24:00,33,983.0,984.0,16:23,16:24
16,43709,TI,275,240,205,170,TIRUNINRAVUR,1,16:28:00,16:29:00,35,988.0,989.0,16:28,16:29
17,43709,VEU,290,252,214,176,VEPPAMPATTU,1,16:32:00,16:33:00,38,992.0,993.0,16:32,16:33
18,43709,SVR,310,268,226,184,SEVVAPET ROA,1,16:36:00,16:37:00,42,996.0,997.0,16:36,16:37
19,43709,PTLR,325,280,235,190,PUTTLUR,1,16:39:00,16:40:00,45,999.0,1000.0,16:39,16:40
20,43709,TRL,340,292,244,196,TIRUVALLUR,1,16:50:00,16:50:00,48,1010.0,1010.0,16:50,16:50
1,43710,TRL,100,100,100,100,TIRUVALLUR,1,19:45:00,19:45:00,0,1185.0,1185.0,19:45,19:45
2,43710,PTLR,110,108,106,104,PUTTLUR,1,19:48:00,19:49:00,2,1188.0,1189.0,19:48,19:49
3,43710,SVR,125,120,115,110,SEVVAPET ROA,1,19:51:00,19:52:00,5,1191.0,1192.0,19:51,19:52
4,43710,VEU,145,136,127,118,VEPPAMPATTU,1,19:54:00,19:55:00,9,1194.0,1195.0,19:54,19:55
5,43710,TI,160,148,136,124,TIRUNINRAVUR,1,19:59:00,20:00:00,12,1199.0,1200.0,19:59,20:00
6,43710,PRWS,170,156,142,128,PATTABIRAM W,1,20:01:00,20:02:00,14,1201.0,1202.0,20:01,20:02
7,43710,PRES,185,168,151,134,PATTABIRAM E,1,20:03:00,20:04:00,17,1203.0,1204.0,20:03,20:04
8,43710,HC,210,188,166,144,HINDU COLLEG,1,20:08:00,20:09:00,22,1208.0,1209.0,20:08,20:09
9,43710,AVD,225,200,175,150,AVADI,1,20:12:00,20:13:00,25,1212.0,1213.0,20:12,20:13
10,43710,ANNR,240,212,184,156,ANNANUR,1,20:16:00,20:17:00,28,1216.0,1217.0,20:16,20:17
11,43710,TMVL,245,216,187,158,THIRUMULLAIV,1,20:19:00,20:20:00,29,1219.0,1220.0,20:19,20:20
12,43710,ABU,255,224,193,162,AMBATTUR,1,20:22:00,20:23:00,31,1222.0,1223.0,20:22,20:23
13,43710,PVM,260,228,196,164,PATTARAVAKKA,1,20:25:00,20:26:00,32,1225.0,1226.0,20:25,20:26
14,43710,KOTR,270,236,202,168,KORATTUR,1,20:28:00,20:29:00,34,1228.0,1229.0,20:28,20:29
15,43710,VLK,285,248,211,174,VILLIVAKKAM,1,20:32:00,20:33:00,37,1232.0,1233.0,20:32,20:33
16,43710,PER,305,264,223,182,PERAMBUR,1,20:39:00,20:40:00,41,1239.0,1240.0,20:39,20:40
17,43710,VPY,315,272,229,186,VEYSARPADI,1,20:41:00,20:42:00,43,1241.0,1242.0,20:41,20:42
18,43710,WST,325,280,235,190,WASHERMANPET,1,20:47:00,20:48:00,45,1247.0,1248.0,20:47,20:48
19,43710,RPM,335,288,241,194,ROYAPURAM,1,20:52:00,20:53:00,47,1252.0,1253.0,20:52,20:53
20,43710,MSB,340,292,244,196,CHENNAI BEAC,1,21:10:00,21:10:00,48,1270.0,1270.0,21:10,21:10
1,43711,MSB,100,100,100,100,CHENNAI BEAC,1,17:40:00,17:40:00,0,1060.0,1060.0,17:40,17:40
2,43711,RPM,105,104,103,102,ROYAPURAM,1,17:44:00,17:45:00,1,1064.0,1065.0,17:44,17:45
3,43711,WST,110,108,106,104,WASHERMANPET,1,17:49:00,17:50:00,2,1069.0,1070.0,17:49,17:50
4,43711,VPY,120,116,112,108,VEYSARPADI,1,17:55:00,17:56:00,4,1075.0,1076.0,17:55,17:56
5,43711,PER,130,124,118,112,PERAMBUR,1,17:57:00,17:58:00,6,1077.0,1078.0,17:57,17:58
6,43711,VLK,150,140,130,120,VILLIVAKKAM,1,18:04:00,18:05:00,10,1084.0,1085.0,18:04,18:05
7,43711,KOTR,165,152,139,126,KORATTUR,1,18:08:00,18:09:00,13,1088.0,1089.0,18:08,18:09
8,43711,PVM,175,160,145,130,PATTARAVAKKA,1,18:11:00,18:12:00,15,1091.0,1092.0,18:11,18:12
9,43711,ABU,180,164,148,132,AMBATTUR,1,18:14:00,18:15:00,16,1094.0,1095.0,18:14,18:15
10,43711,TMVL,190,172,154,136,THIRUMULLAIV,1,18:17:00,18:18:00,18,1097.0,1098.0,18:17,18:18
11,43711,ANNR,195,176,157,138,ANNANUR,1,18:20:00,18:21:00,19,1100.0,1101.0,18:20,18:21
12,43711,AVD,210,188,166,144,AVADI,1,18:25:00,18:26:00,22,1105.0,1106.0,18:25,18:26
13,43711,HC,225,200,175,150,HINDU COLLEG,1,18:29:00,18:30:00,25,1109.0,1110.0,18:29,18:30
14,43711,PRES,250,220,190,160,PATTABIRAM E,1,18:31:00,18:32:00,30,1111.0,1112.0,18:31,18:32
15,43711,PRWS,265,232,199,166,PATTABIRAM W,1,18:33:00,18:34:00,33,1113.0,1114.0,18:33,18:34
16,43711,TI,275,240,205,170,TIRUNINRAVUR,1,18:38:00,18:39:00,35,1118.0,1119.0,18:38,18:39
17,43711,VEU,290,252,214,176,VEPPAMPATTU,1,18:42:00,18:43:00,38,1122.0,1123.0,18:42,18:43
18,43711,SVR,310,268,226,184,SEVVAPET ROA,1,18:46:00,18:47:00,42,1126.0,1127.0,18:46,18:47
19,43711,PTLR,325,280,235,190,PUTTLUR,1,18:49:00,18:50:00,45,1129.0,1130.0,18:49,18:50
20,43711,TRL,340,292,244,196,TIRUVALLUR,1,19:05:00,19:05:00,48,1145.0,1145.0,19:05,19:05
1,43713,MSB,100,100,100,100,CHENNAI BEAC,1,19:10:00,19:10:00,0,1150.0,1150.0,19:10,19:10
2,43713,RPM,105,104,103,102,ROYAPURAM,1,19:14:00,19:15:00,1,1154.0,1155.0,19:14,19:15
3,43713,WST,110,108,106,104,WASHERMANPET,1,19:19:00,19:20:00,2,1159.0,1160.0,19:19,19:20
4,43713,VPY,120,116,112,108,VEYSARPADI,1,19:25:00,19:26:00,4,1165.0,1166.0,19:25,19:26
5,43713,PER,130,124,118,112,PERAMBUR,1,19:27:00,19:28:00,6,1167.0,1168.0,19:27,19:28
6,43713,VLK,150,140,130,120,VILLIVAKKAM,1,19:34:00,19:35:00,10,1174.0,1175.0,19:34,19:35
7,43713,ABU,180,164,148,132,AMBATTUR,1,19:44:00,19:45:00,16,1184.0,1185.0,19:44,19:45
8,43713,AVD,210,188,166,144,AVADI,1,19:57:00,19:58:00,22,1197.0,1198.0,19:57,19:58
9,43713,TI,250,220,190,160,TIRUNINRAVUR,1,20:10:00,20:11:00,30,1210.0,1211.0,20:10,20:11
10,43713,TRL,310,268,226,184,TIRUVALLUR,1,20:35:00,20:35:00,42,1235.0,1235.0,20:35,20:35
1,43715,MSB,100,100,100,100,CHENNAI BEAC,1,19:50:00,19:50:00,0,1190.0,1190.0,19:50,19:50
2,43715,RPM,105,104,103,102,ROYAPURAM,1,19:54:00,19:55:00,1,1194.0,1195.0,19:54,19:55
3,43715,WST,110,108,106,104,WASHERMANPET,1,19:59:00,20:00:00,2,1199.0,1200.0,19:59,20:00
4,43715,VPY,120,116,112,108,VEYSARPADI,1,20:05:00,20:06:00,4,1205.0,1206.0,20:05,20:06
5,43715,PER,130,124,118,112,PERAMBUR,1,20:07:00,20:08:00,6,1207.0,1208.0,20:07,20:08
6,43715,VLK,150,140,130,120,VILLIVAKKAM,1,20:14:00,20:15:00,10,1214.0,1215.0,20:14,20:15
7,43715,KOTR,165,152,139,126,KORATTUR,1,20:18:00,20:19:00,13,1218.0,1219.0,20:18,20:19
8,43715,PVM,175,160,145,130,PATTARAVAKKA,1,20:21:00,20:22:00,15,1221.0,1222.0,20:21,20:22
9,43715,ABU,180,164,148,132,AMBATTUR,1,20:24:00,20:25:00,16,1224.0,1225.0,20:24,20:25
10,43715,TMVL,190,172,154,136,THIRUMULLAIV,1,20:27:00,20:28:00,18,1227.0,1228.0,20:27,20:28
11,43715,ANNR,195,176,157,138,ANNANUR,1,20:30:00,20:31:00,19,1230.0,1231.0,20:30,20:31
12,43715,AVD,210,188,166,144,AVADI,1,20:35:00,20:36:00,22,1235.0,1236.0,20:35,20:36
13,43715,HC,225,200,175,150,HINDU COLLEG,1,20:39:00,20:40:00,25,1239.0,1240.0,20:39,20:40
14,43715,PRES,250,220,190,160,PATTABIRAM E,1,20:41:00,20:42:00,30,1241.0,1242.0,20:41,20:42
15,43715,PRWS,265,232,199,166,PATTABIRAM W,1,20:43:00,20:44:00,33,1243.0,1244.0,20:43,20:44
16,43715,TI,275,240,205,170,TIRUNINRAVUR,1,20:48:00,20:49:00,35,1248.0,1249.0,20:48,20:49
17,43715,VEU,290,252,214,176,VEPPAMPATTU,1,20:52:00,20:53:00,38,1252.0,1253.0,20:52,20:53
18,43715,SVR,310,268,226,184,SEVVAPET ROA,1,20:56:00,20:57:00,42,1256.0,1257.0,20:56,20:57
19,43715,PTLR,325,280,235,190,PUTTLUR,1,20:59:00,21:00:00,45,1259.0,1260.0,20:59,21:00
20,43715,TRL,340,292,244,196,TIRUVALLUR,1,21:10:00,21:10:00,48,1270.0,1270.0,21:10,21:10
1,43751,MSB,100,100,100,100,CHENNAI BEAC,1,09:10:00,09:10:00,0,550.0,550.0,09:10,09:10
2,43751,RPM,105,104,103,102,ROYAPURAM,1,09:14:00,09:15:00,1,554.0,555.0,09:14,09:15
3,43751,WST,110,108,106,104,WASHERMANPET,1,09:19:00,09:20:00,2,559.0,560.0,09:19,09:20
4,43751,VPY,120,116,112,108,VEYSARPADI,1,09:25:00,09:26:00,4,565.0,566.0,09:25,09:26
5,43751,PER,130,124,118,112,PERAMBUR,1,09:27:00,09:28:00,6,567.0,568.0,09:27,09:28
6,43751,VLK,150,140,130,120,VILLIVAKKAM,1,09:34:00,09:35:00,10,574.0,575.0,09:34,09:35
7,43751,KOTR,165,152,139,126,KORATTUR,1,09:38:00,09:39:00,13,578.0,579.0,09:38,09:39
8,43751,PVM,175,160,145,130,PATTARAVAKKA,1,09:41:00,09:42:00,15,581.0,582.0,09:41,09:42
9,43751,ABU,180,164,148,132,AMBATTUR,1,09:44:00,09:45:00,16,584.0,585.0,09:44,09:45
10,43751,TMVL,190,172,154,136,THIRUMULLAIV,1,09:47:00,09:48:00,18,587.0,588.0,09:47,09:48
11,43751,ANNR,195,176,157,138,ANNANUR,1,09:50:00,09:51:00,19,590.0,591.0,09:50,09:51
12,43751,AVD,210,188,166,144,AVADI,1,09:55:00,09:56:00,22,595.0,596.0,09:55,09:56
13,43751,HC,225,200,175,150,HINDU COLLEG,1,09:59:00,10:00:00,25,599.0,600.0,09:59,10:00
14,43751,PRES,250,220,190,160,PATTABIRAM E,1,10:01:00,10:02:00,30,601.0,602.0,10:01,10:02
15,43751,PTMS,260,228,196,164,PATTABIRAM E,1,10:20:00,10:20:00,32,620.0,620.0,10:20,10:20
1,43752,PTMS,100,100,100,100,PATTABIRAM E,1,08:40:00,08:40:00,0,520.0,520.0,08:40,08:40
2,43752,PRES,110,108,106,104,PATTABIRAM E,1,08:48:00,08:49:00,2,528.0,529.0,08:48,08:49
3,43752,HC,135,128,121,114,HINDU COLLEG,1,08:52:00,08:53:00,7,532.0,533.0,08:52,08:53
4,43752,AVD,150,140,130,120,AVADI,1,08:55:00,08:56:00,10,535.0,536.0,08:55,08:56
5,43752,ANNR,160,148,136,124,ANNANUR,1,08:59:00,09:00:00,12,539.0,540.0,08:59,09:00
6,43752,TMVL,170,156,142,128,THIRUMULLAIV,1,09:02:00,09:03:00,14,542.0,543.0,09:02,09:03
7,43752,ABU,175,160,145,130,AMBATTUR,1,09:05:00,09:06:00,15,545.0,546.0,09:05,09:06
8,43752,PVM,185,168,151,134,PATTARAVAKKA,1,09:08:00,09:09:00,17,548.0,549.0,09:08,09:09
9,43752,KOTR,195,176,157,138,KORATTUR,1,09:11:00,09:12:00,19,551.0,552.0,09:11,09:12
10,43752,VLK,205,184,163,142,VILLIVAKKAM,1,09:15:00,09:16:00,21,555.0,556.0,09:15,09:16
11,43752,PER,225,200,175,150,PERAMBUR,1,09:22:00,09:23:00,25,562.0,563.0,09:22,09:23
12,43752,VPY,235,208,181,154,VEYSARPADI,1,09:24:00,09:25:00,27,564.0,565.0,09:24,09:25
13,43752,WST,245,216,187,158,WASHERMANPET,1,09:30:00,09:31:00,29,570.0,571.0,09:30,09:31
14,43752,RPM,255,224,193,162,ROYAPURAM,1,09:35:00,09:36:00,31,575.0,576.0,09:35,09:36
15,43752,MSB,260,228,196,164,CHENNAI BEAC,1,09:52:00,09:52:00,32,592.0,592.0,09:52,09:52
1,43753,MSB,100,100,100,100,CHENNAI BEAC,1,10:05:00,10:05:00,0,605.0,605.0,10:05,10:05
2,43753,RPM,105,104,103,102,ROYAPURAM,1,10:09:00,10:10:00,1,609.0,610.0,10:09,10:10
3,43753,WST,110,108,106,104,WASHERMANPET,1,10:14:00,10:15:00,2,614.0,615.0,10:14,10:15
4,43753,VPY,120,116,112,108,VEYSARPADI,1,10:20:00,10:21:00,4,620.0,621.0,10:20,10:21
5,43753,PER,130,124,118,112,PERAMBUR,1,10:22:00,10:23:00,6,622.0,623.0,10:22,10:23
6,43753,VLK,150,140,130,120,VILLIVAKKAM,1,10:29:00,10:30:00,10,629.0,630.0,10:29,10:30
7,43753,KOTR,165,152,139,126,KORATTUR,1,10:33:00,10:34:00,13,633.0,634.0,10:33,10:34
8,43753,PVM,175,160,145,130,PATTARAVAKKA,1,10:36:00,10:37:00,15,636.0,637.0,10:36,10:37
9,43753,ABU,180,164,148,132,AMBATTUR,1,10:39:00,10:40:00,16,639.0,640.0,10:39,10:40
10,43753,TMVL,190,172,154,136,THIRUMULLAIV,1,10:42:00,10:43:00,18,642.0,643.0,10:42,10:43
11,43753,ANNR,195,176,157,138,ANNANUR,1,10:45:00,10:46:00,19,645.0,646.0,10:45,10:46
12,43753,AVD,210,188,166,144,AVADI,1,10:50:00,10:51:00,22,650.0,651.0,10:50,10:51
13,43753,HC,225,200,175,150,HINDU COLLEG,1,10:54:00,10:55:00,25,654.0,655.0,10:54,10:55
14,43753,PRES,250,220,190,160,PATTABIRAM E,1,10:57:00,10:58:00,30,657.0,658.0,10:57,10:58
15,43753,PTMS,260,228,196,164,PATTABIRAM E,1,11:15:00,11:15:00,32,675.0,675.0,11:15,11:15
1,43754,PTMS,100,100,100,100,PATTABIRAM E,1,20:35:00,20:35:00,0,1235.0,1235.0,20:35,20:35
2,43754,PRES,110,108,106,104,PATTABIRAM E,1,20:43:00,20:44:00,2,1243.0,1244.0,20:43,20:44
3,43754,HC,135,128,121,114,HINDU COLLEG,1,20:46:00,20:47:00,7,1246.0,1247.0,20:46,20:47
4,43754,AVD,150,140,130,120,AVADI,1,20:50:00,20:51:00,10,1250.0,1251.0,20:50,20:51
5,43754,ANNR,160,148,136,124,ANNANUR,1,20:54:00,20:55:00,12,1254.0,1255.0,20:54,20:55
6,43754,TMVL,170,156,142,128,THIRUMULLAIV,1,20:57:00,20:58:00,14,1257.0,1258.0,20:57,20:58
7,43754,ABU,175,160,145,130,AMBATTUR,1,21:00:00,21:01:00,15,1260.0,1261.0,21:00,21:01
8,43754,PVM,185,168,151,134,PATTARAVAKKA,1,21:03:00,21:04:00,17,1263.0,1264.0,21:03,21:04
9,43754,KOTR,195,176,157,138,KORATTUR,1,21:06:00,21:07:00,19,1266.0,1267.0,21:06,21:07
10,43754,VLK,205,184,163,142,VILLIVAKKAM,1,21:10:00,21:11:00,21,1270.0,1271.0,21:10,21:11
11,43754,PER,225,200,175,150,PERAMBUR,1,21:17:00,21:18:00,25,1277.0,1278.0,21:17,21:18
12,43754,VPY,235,208,181,154,VEYSARPADI,1,21:19:00,21:20:00,27,1279.0,1280.0,21:19,21:20
13,43754,WST,245,216,187,158,WASHERMANPET,1,21:25:00,21:26:00,29,1285.0,1286.0,21:25,21:26
14,43754,RPM,255,224,193,162,ROYAPURAM,1,21:30:00,21:31:00,31,1290.0,1291.0,21:30,21:31
15,43754,MSB,260,228,196,164,CHENNAI BEAC,1,21:55:00,21:55:00,32,1315.0,1315.0,21:55,21:55
1,43755,MSB,100,100,100,100,CHENNAI BEAC,1,13:50:00,13:50:00,0,830.0,830.0,13:50,13:50
2,43755,RPM,105,104,103,102,ROYAPURAM,1,13:54:00,13:55:00,1,834.0,835.0,13:54,13:55
3,43755,WST,110,108,106,104,WASHERMANPET,1,13:59:00,14:00:00,2,839.0,840.0,13:59,14:00
4,43755,VPY,120,116,112,108,VEYSARPADI,1,14:04:00,14:05:00,4,844.0,845.0,14:04,14:05
5,43755,PER,130,124,118,112,PERAMBUR,1,14:06:00,14:07:00,6,846.0,847.0,14:06,14:07
6,43755,VLK,150,140,130,120,VILLIVAKKAM,1,14:13:00,14:14:00,10,853.0,854.0,14:13,14:14
7,43755,KOTR,165,152,139,126,KORATTUR,1,14:17:00,14:18:00,13,857.0,858.0,14:17,14:18
8,43755,PVM,175,160,145,130,PATTARAVAKKA,1,14:20:00,14:21:00,15,860.0,861.0,14:20,14:21
9,43755,ABU,180,164,148,132,AMBATTUR,1,14:23:00,14:24:00,16,863.0,864.0,14:23,14:24
10,43755,TMVL,190,172,154,136,THIRUMULLAIV,1,14:26:00,14:27:00,18,866.0,867.0,14:26,14:27
11,43755,ANNR,195,176,157,138,ANNANUR,1,14:29:00,14:30:00,19,869.0,870.0,14:29,14:30
12,43755,AVD,210,188,166,144,AVADI,1,14:34:00,14:35:00,22,874.0,875.0,14:34,14:35
13,43755,HC,225,200,175,150,HINDU COLLEG,1,14:38:00,14:39:00,25,878.0,879.0,14:38,14:39
14,43755,PRES,250,220,190,160,PATTABIRAM E,1,14:41:00,14:42:00,30,881.0,882.0,14:41,14:42
15,43755,PTMS,260,228,196,164,PATTABIRAM E,1,15:00:00,15:00:00,32,900.0,900.0,15:00,15:00
1,43757,MSB,100,100,100,100,CHENNAI BEAC,1,17:25:00,17:25:00,0,1045.0,1045.0,17:25,17:25
2,43757,RPM,105,104,103,102,ROYAPURAM,1,17:29:00,17:30:00,1,1049.0,1050.0,17:29,17:30
3,43757,WST,110,108,106,104,WASHERMANPET,1,17:34:00,17:35:00,2,1054.0,1055.0,17:34,17:35
4,43757,VPY,120,116,112,108,VEYSARPADI,1,17:39:00,17:40:00,4,1059.0,1060.0,17:39,17:40
5,43757,PER,130,124,118,112,PERAMBUR,1,17:41:00,17:42:00,6,1061.0,1062.0,17:41,17:42
6,43757,VLK,150,140,130,120,VILLIVAKKAM,1,17:48:00,17:49:00,10,1068.0,1069.0,17:48,17:49
7,43757,KOTR,165,152,139,126,KORATTUR,1,17:52:00,17:53:00,13,1072.0,1073.0,17:52,17:53
8,43757,PVM,175,160,145,130,PATTARAVAKKA,1,17:55:00,17:56:00,15,1075.0,1076.0,17:55,17:56
9,43757,ABU,180,164,148,132,AMBATTUR,1,17:58:00,17:59:00,16,1078.0,1079.0,17:58,17:59
10,43757,TMVL,190,172,154,136,THIRUMULLAIV,1,18:01:00,18:02:00,18,1081.0,1082.0,18:01,18:02
11,43757,ANNR,195,176,157,138,ANNANUR,1,18:04:00,18:05:00,19,1084.0,1085.0,18:04,18:05
12,43757,AVD,210,188,166,144,AVADI,1,18:09:00,18:10:00,22,1089.0,1090.0,18:09,18:10
13,43757,HC,225,200,175,150,HINDU COLLEG,1,18:13:00,18:14:00,25,1093.0,1094.0,18:13,18:14
14,43757,PRES,250,220,190,160,PATTABIRAM E,1,18:16:00,18:17:00,30,1096.0,1097.0,18:16,18:17
15,43757,PTMS,260,228,196,164,PATTABIRAM E,1,18:30:00,18:30:00,32,1110.0,1110.0,18:30,18:30
1,43761,VLCY,100,100,100,100,VELACHEERY,1,05:30:00,05:30:00,0,330.0,330.0,05:30,05:30
2,43761,MTMY,130,124,118,112,THIRUMAYILAI,1,05:43:00,05:44:00,6,343.0,344.0,05:43,05:44
3,43761,MSB,170,156,142,128,CHENNAI BEAC,1,06:10:00,06:15:00,14,370.0,375.0,06:10,06:15
4,43761,RPM,180,164,148,132,ROYAPURAM,1,06:19:00,06:20:00,16,379.0,380.0,06:19,06:20
5,43761,WST,185,168,151,134,WASHERMANPET,1,06:24:00,06:25:00,17,384.0,385.0,06:24,06:25
6,43761,VPY,195,176,157,138,VEYSARPADI,1,06:30:00,06:31:00,19,390.0,391.0,06:30,06:31
7,43761,PER,205,184,163,142,PERAMBUR,1,06:32:00,06:33:00,21,392.0,393.0,06:32,06:33
8,43761,VLK,225,200,175,150,VILLIVAKKAM,1,06:39:00,06:40:00,25,399.0,400.0,06:39,06:40
9,43761,ABU,255,224,193,162,AMBATTUR,1,06:49:00,06:50:00,31,409.0,410.0,06:49,06:50
10,43761,AVD,280,244,208,172,AVADI,1,07:02:00,07:03:00,36,422.0,423.0,07:02,07:03
11,43761,PRES,295,256,217,178,PATTABIRAM E,1,07:08:00,07:09:00,39,428.0,429.0,07:08,07:09
12,43761,PRWS,310,268,226,184,PATTABIRAM W,1,07:11:00,07:12:00,42,431.0,432.0,07:11,07:12
13,43761,TI,320,276,232,188,TIRUNINRAVUR,1,07:15:00,07:16:00,44,435.0,436.0,07:15,07:16
14,43761,TRL,385,328,271,214,TIRUVALLUR,1,07:45:00,07:45:00,57,465.0,465.0,07:45,07:45
1,43762,TRL,100,100,100,100,TIRUVALLUR,1,11:05:00,11:05:00,0,665.0,665.0,11:05,11:05
2,43762,TI,160,148,136,124,TIRUNINRAVUR,1,11:19:00,11:20:00,12,679.0,680.0,11:19,11:20
3,43762,PRWS,170,156,142,128,PATTABIRAM W,1,11:21:00,11:22:00,14,681.0,682.0,11:21,11:22
4,43762,PRES,185,168,151,134,PATTABIRAM E,1,11:24:00,11:25:00,17,684.0,685.0,11:24,11:25
5,43762,AVD,200,180,160,140,AVADI,1,11:32:00,11:33:00,20,692.0,693.0,11:32,11:33
6,43762,ABU,230,204,178,152,AMBATTUR,1,11:42:00,11:43:00,26,702.0,703.0,11:42,11:43
7,43762,VLK,260,228,196,164,VILLIVAKKAM,1,11:52:00,11:53:00,32,712.0,713.0,11:52,11:53
8,43762,PER,280,244,208,172,PERAMBUR,1,11:59:00,12:00:00,36,719.0,720.0,11:59,12:00
9,43762,VPY,290,252,214,176,VEYSARPADI,1,12:01:00,12:02:00,38,721.0,722.0,12:01,12:02
10,43762,WST,300,260,220,180,WASHERMANPET,1,12:07:00,12:08:00,40,727.0,728.0,12:07,12:08
